airport,sentence
LSZB_BERN,Papa Foxtrot approaching Bern city request to make an orbid over the  Bundeshaus  Papa Foxtrot that is approved orbit approved Hotel Papa Foxtrot 
LSZB_BERN,Hotel November Lima for the time being remain on this frequency 
LSZB_BERN,Hotel Quebec Yankee crossing completed frequency change approved good bye 
LSZB_BERN,Hotel Hotel Bravo seven thousand feet Hotel Hotel Bravo thank you 
LSZB_BERN,Hotel Delta Lima runway vacated on delta roger taxi to blue parking blue parking Hotel Delta Lima 
LSZB_BERN,Hotel Golf Echo do you want to stay at level one hundred or are you able to descend 
LSZB_BERN,Hotel Oscar Yankee request  orbit to the right for spacing Hotel Oscar Yankee orbit right approved 
LSZB_BERN,Hotel Delta Lima via bravo then taxi your discretion blue sector if it is full green four is available 
LSZB_BERN,Hotel Golf Delta wind zero four zero degrees seven knots runway one four cleared for takeoff 
LSZB_BERN,Hotel Bravo Charlie  Juliett Bern tower traffic single engined just departed runway one four outbound route sierra opposite and to compose my route sierra to join right downwind runway one four QNH one zero two seven 
LSZB_BERN,Hotel Golf Sierra can offer you only one touch and go then upon route whiskey due to it's launch time there are no circuits approved 
LSZB_BERN,Hotel Golf November wind zero six zero degrees nine knots runway one four cleared to land 
LSZB_BERN,Hotel Golf Papa leaving CTR direction november Hotel Golf Papa frequency change approved 
LSZB_BERN,Hotel Bravo Lima Victor Bravo Bern tower hello taxi to holding point bravo runway one four QNH one zero two seven 
LSZB_BERN,Hotel Victor Bravo roger behind traffic on final backtrack runway one four behind 
LSZB_BERN,Berne Tower hello again helicopter Hotel Bravo Zulu Whiskey Juliett Uttigen two thousand three hundred  Hotel Bravo Zulu Whiskey Juliett Berne tower hello again enter control zone via route zulu QNH one zero two seven 
LSZB_BERN,Hotel Golf Oscar wind zero seven zero degrees one zero knots runway one four cleared touch and go 
LSZB_BERN,takeoff Golf Oscar upwind two thousand one hundred feet request left hand circuit runway zero six for another and last touch and go Hotel Golf Oscar make left hand circuit is approved runway one four 
LSZB_BERN,Hotel Golf Oscar number two number one short final runway one four 
LSZB_BERN,Hotel Bravo Sierra Golf  Romeo Bern Tower into control by route november join mid left downwind runway one four QNH one zero two seven 
LSZB_BERN,Hotel Golf Papa make a one eighty stay clear of the runway taxi to holding point foxtrot 
LSZB_BERN,Hotel Bravo Kilo Golf November Berne tower hello QNH one zero two seven enter via route zulu runway three two in use traffic Rega helicopter  just  abeam Gerzensee leaving direction Thun indicating four thousand five hundred feet not verified oposite 
LSZB_BERN, we have the traffic in sight Rega One Zero we leave the control zone  schöne namittag  Rega One Zero frequency change approved  schöne nami  
LSZB_BERN,thank you break break Hotel Golf Oscar helicopter on your right hand side we will cross behind you  unk  Hotel Golf Oscar 
LSZB_BERN,Hotel Golf Sierra roger I understood  one touch and go than one circuit again touch and go then whiskey 
LSZB_BERN,Hotel Golf Sierra after echo one join right hand base runway three two as number one and expect left hand circuit 
LSZB_BERN,Hotel Yankee X-ray make one orbit to the left report completed 
LSZB_BERN,Delta Charlie Kilo Victor India tower hello QNH one zero two seven startup approved runway three two cleared destination Malta via the Mebox three bravo departure zulu one four one transition climb initially five thousand feet squawk two seven six zero 
LSZB_BERN,Hotel Yankee X-ray wind zero three zero degrees eight knots runway three two cleared to land runway three two clear to land Hotel  X-ray 
LSZB_BERN,Hotel Quebec Juliett traffic Piper single engine  position three miles south of your position proceeding towards Willisau four thousand feet indicating not verified 
LSZB_BERN,Bern Tower hello again Hotel Bravo Kilo Golf November  zulu five thousand feet descending information charlie for landing by route zulu Hotel Bravo Kilo Golf November Bern Tower QNH one zero two six and arrival route zulu to join final runway three two 
LSZB_BERN,Hotel Echo Lima affirm remain on my frequency you are still within the TMA 
LSZB_BERN,November Mike Alpha vacate via charlie and  how long do you stay 
LSZB_BERN,Hotel Bravo November Bravo Hotel crossing direction Grenchen four thousand five hundred feet is approved QNH one zero two six 
LSZB_BERN,Hotel Whiskey Alpha taxi to holding point bravo runway one four 
LSZB_BERN,Hotel Whiskey Alpha wind is calm runway one four cleared for takeoff 
LSZB_BERN,Hotel Romeo Oscar roger crossing direction echo at four thousand feet is approved QNH Bern one zero two five 
LSZB_BERN,Hotel Bravo Papa November Lima this Bern Tower contact Thun on one two three decimal two five five 
LSZB_BERN,Hotel Quebec Mike I confirm cleared to land runway one four 
LSZB_BERN,Hotel Hotel Golf next left via delta to blue sector 
LSZB_BERN,Hotel Echo Echo please control zone via route zulu wind zero four zero degrees seven knots runway one four cleared for takeoff 
LSZB_BERN,Hotel Golf November wind zero one zero degrees one zero knots runway one four cleared to land 
LSZB_BERN,Tango Three Three One number one is now on the right base 
LSZB_BERN,Hotel Golf Oscar wind check zero two zero degrees one one knots can you still accept one four 
LSZB_BERN,say again Heli Lima Juliett Heli Lima Juliett join mid left heli circuit three two land at own discretion swiss helicopter wind zero four zero degrees one zero knots 
LSZB_BERN,roger Bravo Three Zero Four Three affirm climb maximum five thousand five hundred feet 
LSZB_BERN,Heli Oscar Alpha traffic wise the runway three two is available but the wind is one zero zero degrees with one zero knots 
LSZB_BERN,Tango Three One Eight roger you can already change frequency have a nice day 
LSZB_BERN,Hotel Whiskey Echo now three thousand two hundred feet and leave the command for seven thousand frequency change approved 
LSZB_BERN,Hotel Oscar QNH one zero three taxi three two intersection foxtrot 
LSZB_BERN,Heli India Echo Hotel Whiskey three thousand six hundred feet Heli India Echo land on discretion Swiss helicopter wind zero seven zero degrees six knots 
LSZB_BERN,Heli Charlie Papa traffic landing aircraft soon departing runway three two air bound route echo oposite 
LSZB_BERN,Hotel Golf Oscar lift control lima route sierra wind zero four zero degrees one three knots runway three two cleared for takeoff 
LSZB_BERN,yeah of course than you can expect  VFR circuits after touch and go report  taking off romeo circling 
LSZB_BERN,Hotel Bravo Kilo Golf Yankee from november good afternoon next report breaking off a city circling three two one 
LSZB_BERN,Sierra November expect landing clearance shortly traffic on the runways departing three top on to the west 
LSZB_BERN,Hotel Oscar Foxtrot Whiskey four thousand five hundred feet request to leave frequency Hotel Oscar Foxtrot frequency change approved 
LSZB_BERN,Hotel Papa Golf turning base runway three two Hotel Papa Golf wind zero four zero degrees eight knots runway three two cleared to land three two cleared to land Hotel Papa Golf 
LSZB_BERN,Hotel Golf Papa continue on the runway vacate via charlie then taxi your discretion blue sector 
LSZB_BERN,Heli Oscar Bravo are you ready for expedition crossing otherwise you have to hold on 
LSZB_BERN,Hotel Golf Papa frequency change approved  bis später ciao  
LSZB_BERN,Hotel Lima Sierra during night time visual departure is not possible 
LSZB_BERN,Hotel Bravo Tango Echo Echo leaving CTR Hotel Echo Echo frequency change approved good bye 
LSZB_BERN,roger Hotel Golf Papa Hotel Golf Papa frequency change approved good bye okay good bye Hotel Golf Papa 
LSZB_BERN,roger break break Heli Delta Quebec after hotel whiskey cross via Berne city then hotel echo 
LSZB_BERN,Hotel Golf Papa number two number one is the company on now left hand base and still two helicopters low altitude over the city looking up for helicopter and number one not in sight at the moment and a number two Papa Golf Papa 
LSZB_BERN,number one in sight Hotel Golf Oscar Golf Oscar roger turn base behind he will do a go around over threshold 
LSZB_BERN,Hotel Golf Oscar at mid downwind make an orbit to the left report completed 
LSZB_BERN,Hotel Bravo Zulu Oscar Bravo Berne tower enter control zone via route whiskey and say your program again 
LSZB_BERN,Hotel Golf Papa unknown VFR traffic a helicopter at your eleven o'clock position two miles same altitude opposite direction 
LSZB_BERN,Hotel Charlie Quebec breaking off to the left Hotel Charlie Quebec roger 
LSZB_BERN,we have the traffic in sight as well Hotel Hotel Oscar Hotel Hotel Oscar 
LSZB_BERN,Hotel Bravo Sierra Charlie Papa Berne tower is it for startup or for taxi 
LSZB_BERN,Hotel Bravo Zulu Sierra November Berne tower enter via route hotel whiskey QNH one zero one eight 
LSZB_BERN,Heli Tango Whiskey negative it's fine if you want you can monitor the frequency but it's up to you if you stay  outside of CTR all the time 
LSZB_BERN,number one in sight Hotel Whiskey Echo Hotel Whiskey Echo thank you follow behind 
LSZB_BERN,Hotel Golf Oscar traffic Rega helicopter just passed hotel echo joining the left hand heli circuit direction one four  helicopter in sight shall we proceed normally Hotel Golf Oscar 
LSZB_BERN,Zulu Sierra go ahead are you aware that you're now inside the CTR of Berne 
LSZB_BERN,Hotel Golf Oscar Charlie wait to proceed at least one miles out of track 
LSZB_BERN,long approach Hotel Papa Bravo Hotel Mike November line up in sequence 
LSZB_BERN,Hotel Whiskey Echo for the time being not  available i will call you back 
LSZB_BERN,Hotel Golf November Zimi is not available anymore romeo eight two is now active  do you want to proceed to Sava instead 
LSZB_BERN,Hotel  Golf Papa is calling confirm ja that is copied roger hold position 
LSZB_BERN,Hotel Kilo Delta the advised traffic is now over whiskey one 
LSZB_BERN,Hotel Bravo Sierra Charlie Tango Bern Tower hello taxi via kilo to terminal north 
LSZB_BERN,Hotel Hotel Oscar roger say again the number of the glider 
LSZB_BERN,Hotel Bravo Charlie Golf India taxi to blue station   to fuel station approved from blue parking 
LSZB_BERN,Hotel Bravo Juliett  traffic a husky is approaching Gerzensee right now behind you and same direction 
LSZB_BERN,Hotel Kilo Delta now to whiskey one is approved if you remain outside romeo eight two 
LSZB_BERN,frequency change approved bye bye have a nice evening Hotel Quebec Mike ebenso ciao 
LSZB_BERN,  one second sure no worries it  is fine for me  but just for the next time then maybe not get a confusion ok 
LSZB_BERN,Hotel Delta Charlie  advise traffic is now clear of you and frequency change approved 
LSZB_BERN,Hotel Charlie Papa below flight level one hundred Hotel Charlie Papa frequency change approved  bis später  
LSZB_BERN,Hotel Oscar Yankee any time direct Lyss approved traffic rescue helicopter passing Mühleberg inbound to Inselspital proceeding direct to Lyss Hotel Oscar Yankee and looking out for helicopter near Inselspital 
LSZB_BERN,Heli Whiskey Charlie hotel echo three thousand feet Heli Whiskey Charlie 
LSZH_ZURICH,Oscar Charlie Kilo contact tower one one eight decimal one good bye 
LSZH_ZURICH,Turkish Two Seven X-ray Tower one one eight one bye bye 
LSZH_ZURICH,copy seven seven taxi on Zulu and Bravo hold short runway one six 
LSZH_ZURICH,Ground hello Royalair Maroc Three Five Two stand echo four six fully ready 
LSZH_ZURICH,November Four Charlie Golf contact tower one one eight decimal one zero five 
LSZH_ZURICH,United One Three Five apron hello push back and startup is approved 
LSZH_ZURICH,Hotel Bravo Charlie Hotel X-ray  grutlzi  hold position call you back 
LSZH_ZURICH,Turkish Six Foxtrot Lima is in hello taxi second right via inner foxtrot and mike to stand bravo three two 
LSZH_ZURICH,Turkish Three Whiskey Quebec taxi via echo and echo seven hold short of runway one six 
LSZH_ZURICH,KLM Nine Four Foxtrot on echo seven hold short of runway one six 
LSZH_ZURICH,Alitalia Five Seven One Apron hello push back and startup is approved 
LSZH_ZURICH,Dagobert One Five Five Three roger are you able to   depart from intersection echo 
LSZH_ZURICH,Dagobert One Five Five Three to confirm on taxiway echo hold short runway one zero 
LSZH_ZURICH,roger then taxi via all alpha and echo on taxiway echo hold short runway one zero 
LSZH_ZURICH,Vista Jet Four Three Seven turn left via taxiway alpha echo six hold short runway one six 
LSZH_ZURICH,Tango Charlie November Kilo Alpha apron hello turn left via alpha yankee two ten foxtrot seven three 
LSZH_ZURICH,Delta Tango Tango taxi via alpha echo six hold short of runway one six 
LSZH_ZURICH,Fraction Four Nine Eight Alpha hold position there will be crossing traffic i call you back 
LSZH_ZURICH,I guess six three zero taxi via november echo seven hold short of runway one six 
LSZH_ZURICH,Hotel Bravo Kilo Hotel Romeo apron hello QNH one zero two four taxi to holding position papa one and report ready for departure once your're clear after inbound Hotel Delta Lima 
LSZH_ZURICH,Europa Nine Four Kilo Mike contact ground one two one decimal nine zero five good bye 
LSZH_ZURICH,Swiss One Zero Seven Six taxi via link three echo seven hold short of runway one six 
LSZH_ZURICH,Lot Four Two Zero contact ground one two one decimal nine zero five good bye 
LSZH_ZURICH,well there's marchall on it's way and  in Zurich it is handled like this all the time but it's any second with you 
LSZH_ZURICH, Echo One Charlie go ahead Echo One Charlie cleared to Madrid runway three two ready three november climb five thousand feet  squawk three zero zero two 
LSZH_ZURICH,Fraction One Zero Three Mike wind one four zero degrees four knots runway two eight cleared for takeoff 
LSZH_ZURICH,tower hello again Air Portugal Niner Two Six approaching  right two eight kilo Air Portugal Niner Two Six at kilo cross runway two eight then contact the apron one two one decimal seven five five 
LSZH_ZURICH,Bravo Kilo Hotel Romeo Tower  grutzli  say again taxiway kilo cross runway two eight and contact apron one two one decimal seven five five 
LSZH_ZURICH,Zurich tower Legend One Two Zero Two good afternoon established ILS one four Legend One Two Zero Two tower hello wind one six zero degrees four knots runway one four cleared to land vacate at own discretion cleared to land runway one four and vacate at own discretion Legend One Two Zero Two 
LSZH_ZURICH,Legend One Two Zero Two hello again on juliett approaching runway two eight Legend One Two Zero Two tower hello again cross runway two eight one juliett connect apron one two one decimal seven five five good bye 
LSZH_ZURICH,Swiss Two Zero Six Seven contact apron one two one decimal eight five five one two one decimal eight five five Swiss Two Zero Six Seven 
LSZH_ZURICH,Finnair Five Delta Lima vacated own discretion wind one four zero degrees five knots runway one four cleared to land 
LSZH_ZURICH,Air Nostrum Seven Eight Juliett Mike direct hello wind one eight zero degrees four knots runway one four cleared to land cleared to land one four Air Nostrum Seven Eight Juliett Mike 
LSZH_ZURICH,Sunexpress Three wind one six zero degrees four knots runway two eight cleared for takeoff 
LSZH_ZURICH,Jump Run Eight Zero Two climb to flight level one five zero 
LSZH_ZURICH,Fraction Two Five Zero Foxtrot descend flight level nine zero 
LSZH_ZURICH,Swiss Ambulance Six One wind zero three zero degrees four knots runway three two cleared takeoff hi three two cleared takeoff Swiss Ambulance Six One 
LSZH_ZURICH,Swiss Two Eight Nine the wind three two zero degrees three knots runway one four you are cleared to land 
LSZH_ZURICH,tower  guten morgen  Air Canada Seven Two One Six heavy with you we're established six miles one four Air Canada Seven Two One Six tower good morning wind three five zero degrees three knots runway one four cleared to land 
LSZH_ZURICH,Air Canada Seven Two One Six when did you see the lights 
LSZH_ZURICH,wind check for runway one four three four degrees two knots 
LSZH_ZURICH,Swiss Two Zero Four Kilo departure bye departure good bye Swiss Two Zero Four Kilo 
LSZH_ZURICH,Delta India Victor contact apron one two one decimal seven five five  tschuss  
LSZH_ZURICH,Swiss One Eight line up and wait runway one zero line up and wait runway one zero Swiss One Eight 
LSZH_ZURICH,Swiss Niner Two identified climb to flight level one two zero and report passing altitude 
LSZH_ZURICH,Singapore Three Four Six contact apron one two one decimal eight five five 
LSZH_ZURICH,Singapore Three Four Six contact apron one two one decimal seven five five bye bye 
LSZH_ZURICH,Foxtrot Sierra Foxtrot Five Eight Four Papa tower hello again actually hold position shortly 
LSZH_ZURICH,Oscar Charlie Kilo contact departure one two five decimal niner five five good bye one two five niner five five Oskar Papa Charlie Kilo 
LSZH_ZURICH,Hotel Sierra Kilo  wind zero three zero degrees one one knots runway two cleared takeoff 
LSZH_ZURICH,Foxtrot Lima hello again taxiway juliett cross runway two eight contact apron one two one decimal seven five five good day taxiway juliett cross runway two eight after crossing one two one seven five five Turkish Six Foxtrot Lima thank you 
LSZH_ZURICH,United One Three Five tower hello behind Lufthansa line up runway two eight behind United One Three Five behind Lufthansa line up runway 
LSZH_ZURICH,United One Three Five wind zero three zero degrees one zero knots runway two eight cleared takeoff 
LSZH_ZURICH,Tower  guten morgen  Swiss One Nine Seven heavy RNP one four established Swiss One Nine Seven Tower guten morgen wind zero eight zero degrees one two knots gusting one nine runway one four cleared to land vacate hotel two 
LSZH_ZURICH,ready to touchdown  (-er) Four Seven on juliett Sunturk Niner Four Seven tower taxiway Juliett cross runway two eight contact apron one two one decimal seven five five bye 
LSZH_ZURICH,Oscar Echo India Tango Hotel tower on taxiway kilo cross runway two eight contact apron one two one decimal seven five five bye bye 
LSZH_ZURICH,Air Nostrum Eight Zero Quebec Yankee tower hello wind zero seven zero degrees right zero nine runway one four cleared to land 
LSZH_ZURICH,Zurrich tower hello then Arrow Jet Six Zero One on foxtrot Arrow Jet Six Zero One tower on Foxtrot cross runway one zero contact apron one two one decimal seven five five sorry on Foxtrot cross runway one zero one two one seven five Alitalia five seven two  
LSZH_ZURICH,Air Nostrum Eight Zero Quebec Yankee  contact apron one two one decimal eight five five 
LSZH_ZURICH,Delta Hotel Golf wind zero five zero degrees one two knots gusting one seven runway one four cleared to land cleared to land runway one four Delta Hotel Golf 
LSZH_ZURICH,Hotel India Victor Whiskey three thousand five hundred feet Hotel India Victor  danke  
LSZH_ZURICH,Alitalia Five Seven One zero seven zero three one two knots runway one zero cleared to takeoff 
LSZH_ZURICH,Hotel Delta Lima contact apron one two one decimal eight five five 
LSZH_ZURICH,two hundred Turkish Six Three Two Nine wind zero seven zero degrees one three gusting two zero knots runway one 
LSZH_ZURICH,Qatari Zero Two Mike on taxiway juliett cross runway one zero contact apron one two one decimal seven five five good bye 
LSZH_ZURICH,Air Portugal Nine Three One Charlie contact departure good bye departure bye Air Portugal Nine Three One Charlie thank you 
LSZH_ZURICH,Royalair Maroc Three Five Two contact apron one two one decimal eight five five good bye one two one decimal eight five five good bye Royalair Maroc Three Five Two 
LSZH_ZURICH,Hotel India Victor after whiskey two join wide right base runway one zero number one 
LSZH_ZURICH,Royalair Maroc Three Five Two Zurich tower good afternoon line up runway one zero report ready 
LSZH_ZURICH,Emirates Eight Eight wind zero four zero three is niner knots runway one zero cleared for takeoff cleared for takeoff one zero Emirates Eight Eight 
LSZH_ZURICH,Hotel Hotel X-ray  vacacated at zero and to the right and contact apron one two one decimal seven five five bye bye 
LSZH_ZURICH,Hotel Whiskey Whiskey affirm vacate next right into taxi way hotel two and contact apron one two one decimal eight five five 
LSZH_ZURICH,Swiss Two One Eight Romeo can we vacate via  hotel  two Swiss Two One Eight Romeo  affirm vacated as convenient 
LSZH_ZURICH,Tango Kilo Alpha wind zero four zero degrees one zero knots on the one zero cleared for takeoff 
LSZH_ZURICH,Swiss Air Force Five Two One tower grutzi and runway three four and taxi left via lima holding point runway one zero 
LSZH_ZURICH,Vista Jet Four Nine Two no landing vacated own discretion 
LSZH_ZURICH,Hotel Yankee Hotel wind zero four zero degrees one one knots runway one zero cleared to land runway one zero cleared to land Hotel Yankee Hotel 
LSZH_ZURICH,Hotel Bravo Charlie Lima Hotel via echo line up and wait runway one zero 
LSZH_ZURICH,Air Nostrum Seven Eight Juliett Mike zero two zero degrees one three  
LSZH_ZURICH,Hotel Lima Hotel  wind zero one zero degrees one zero knots runway one zero cleared to land 
LSZH_ZURICH,Hotel Four Six Five tower hello line up runway one zero 
LSZH_ZURICH,Hotel Bravo Papa Hotel Delta unknown VFR traffic without altitude indications twelve o'clock two miles crossing left to right 
LSZH_ZURICH,Hotel Bravo Sierra Delta Foxtrot Tower hello line up runway one zero 
LSZH_ZURICH,hello Air Nostrum Eight Seven Whiskey Bravo Zurich tower line up runway one zero 
LSZH_ZURICH,Swiss Three Three Two behind challenger   line up to eight behind 
LSZH_ZURICH,Hotel Bravo Yankee Juliett Golf good afternoon behind you lining up PG Twenty Four line up runway two eight behind 
LSZH_ZURICH,Hotel Bravo Victor roger after whiskey one proceed direct Sierra vilco Hotel Bravo Victor 
LSZH_ZURICH,hallo Bravo Whiskey Zulu Papa tower hello into control zone route  echo  clearence limit  echo  two 
LSZH_ZURICH,Rega One in case you still with me you may leave the frequency 
LSZH_ZURICH,Hotel Uniform Uniform  contact departure and schone_tag departure  Hotel Uniform Uniform schone_tag 
LSZH_ZURICH,Zurich tower Hotel Bravo Papa Oscar Echo Hotel Bravo Papa Oscar Echo Zurich tower go ahead 
LSZH_ZURICH,Hotel Oscar Echo the second traffic is now to overhead whiskey one oposite 
LSZH_ZURICH,Hotel Delta Charlie your're at the CTR frequency change approved bye bye 
LSZH_ZURICH,Sierra Papa Foxtrot Bravo Alpha tower hello hold position i'll call you back 
LZIB_STEFANIK,november one alpha would be more affordable Eurotrans One Three Juliett thank you 
LZIB_STEFANIK,right so then yeah Tovka one kilo would be much better Eurotrans  One Three Juliett thank you Eurotrans One Three Juliett roger so recleared via Tovka one kilo departure of runway three one initial climb five thousand feet recleared at Tovka one kilo departure runway three initial climb five thousand feet and request push and start Eurotrans One Three Juliett Eurotrans One Three Juliett push and start approved facing foxtrot and squawk four four zero three 
LZIB_STEFANIK,Time Air Three Niner Seven Foxtrot call me on tower frequency please roger 
LZIB_STEFANIK,Slovak Airforce  Seven Four Four Five frequency change approved  dopočutia pekný let  
LZIB_STEFANIK, dobré popoludnie  Stefanik tower Bair Niner Four One ILS three one Bair Nine Four One Stefanik tower  pekné popoludnie  wind three one zero degrees eight knots variable between two seven zero and three three zero degrees runway three one cleared to land  runway three one cleared to land Bair Niner Four One 
LZIB_STEFANIK,taxi holding point three one via Foxtrot cross runway zero four Slovak Government Zero Zero Four 
LZIB_STEFANIK,Stefanik tower  ahoj  Topjet Two Zero Two established final track RNP three one Topjet Two Zero Two Stefanik tower  dobrý deň  wind three one zero degrees two one knots runway three one clear to land runway three one cleared to land Topjet Two Zero Two 
LZIB_STEFANIK,QNH one zero  one eight  after keep the proceeding to victor 
LZIB_STEFANIK,stefanik tower Top Jet Four Zero One  dobrý deň  apron charlie in front of the hangar ready for startup cleared destination Ostrava  lima on board QNH one zero one seven 
LZIB_STEFANIK,holding point runway three one via foxtrot and cross runway zero four Eurotrans Two One correction One Three Juliett thank you 
LZIB_STEFANIK,stefanik tower Oscar Mike Charlie India Alpha request yes go ahead 
LZIB_STEFANIK,stefanik tower Oscar Mike Charlie India Alpha final runway one three Oscar Mike Charlie India Alpha Oscar Mike Charlie India Alpha runway one three cleared to land wind one three zero degrees eight knots 
LZIB_STEFANIK,Bair Seven One Two taxi via delta line up runway zero four via delta line up zero four Bair Seven One Two 
LZIB_STEFANIK,looking out for a traffic Oscar Mike Kilo Lima Lima roger just traffic is on your eleven o'clock one mile 
LZIB_STEFANIK,startup push back approved position to Foxtrot squawk four four zero seven Eurotrans One Three Juliett 
LZIB_STEFANIK,Stefanik tower Slovak Government Zero Zero Four  dobré ráno  Slovak Government Zero Zero Four Stefanik tower  dobré ráno  our stand information lima one zero zero seven ready for startup clearance destination Kosice Slovak Government Zero Zero Four information Mike time five seven QNH one zero zero eight cleared to Kosice from runway one three via Nitra one yankee departure initially climb altitude five thousand feet startup approved squawk six seven four six 
LZIB_STEFANIK,Eurotrans One Three Juliett startup approved own discretion startup own discretion Eurotrans One Three Juliett 
LZIB_STEFANIK,two zero three six thanks for your help  one three juliett start and push and start call you for taxi roger squawk four four zero four 
LZIB_STEFANIK,Eurotrans Five Three Three Five approaching fox one six ready for departure 
LZIB_STEFANIK,Stefanik tower good day Austrian One Four One One ILS three one 
LZIB_STEFANIK,roger position start approved position five Foxtrot and squawk four four two three for Wizzair Six Two Seven Six 
LZIB_STEFANIK,Stefanik tower  dobrý deň  Burg Six Nine Two Lima stop established runway three one six point five DME Air Hamburg Six Niner Two Lima Stefanik tower  dobrý deň  wind two two zero degrees five knots variable between one seven zero and two three zero degrees maximum one zero minimum three  runway three one cleared to land 
LZIB_STEFANIK,Oscar Kilo Alpha Golf Lima squad four six seven four six six seven four six 
LZIB_STEFANIK,Oscar Golf Echo roger descend to traffic altitude one thousand five hundred feet start descending one thousand five hundred feet altitude Oscar Mike Alpha Golf Echo 
LZIB_STEFANIK,Oscar Golf Echo continue to final runway two two traffic is just now before shortly before landing 
LZIB_STEFANIK,push and start approved on position three Foxtrot on squawk four four zero two Eurotrans One Three Juliett 
LZIB_STEFANIK,One Three Juliett correction position two foxtrot two foxtrot Eurotrans One Three Juliett 
LZIB_STEFANIK,Stefanik tower  pekné popoludnie  Tatra Six One Three establish ILS three one Tatra Six One Three  dobré popoludnie  Stefanik tower runway three one cleared to land wind three zero zero degrees one niner knots maximum three three knots runway  three one clear to land Tatra Six One Three  and after landing vacate via delta after landing via delta Six One Three 
LZIB_STEFANIK,Delta Bravo Bravo line up runway three one report ready for departure Delta Bravo Bravo lining up runway three one we are ready for departure roger 
LZIB_STEFANIK,Stefanik tower Oscar Mike Echo Lima Echo altitude six thousand feet and descending to two thousand feet  we would be at about Victor in  fourty seconds and  requesting approach information information quebec QNH one zero two zero 
LZIB_STEFANIK,Oscar Mike Echo Lima Echo taxi between anchors via foxtrot taxi between anchors via foxtrot Oscar Mike Echo Lima Echo 
LZIB_STEFANIK,Eurotrans One Three Juliett taxi to holding point runway zero four via alpha delta alpha delta holding point zero four Eurotrans One Three Juliett 
LZIB_STEFANIK,Hotel(-tel) Six Zero Three taxi to holding point runway one three via delta foxtrot 
LZIB_STEFANIK,Eurotrans One Three Juliett request push and start good evening Eurotrans One Three Juliett startup and push back approved position to Foxtrot squawk four four two five  squawk four four two five and start and push pre- approved position foxtrot(fox-) two foxtrot 
LZIB_STEFANIK,Dark Blue Five Four Romeo Stefanik tower  dobré ráno  runway three one cleared to land wind zero eight zero degrees six knots right three one cleared to land Dark Blue Five Four Romeo 
LZIB_STEFANIK,Stefanik tower  dobrý deň  Elite Jet Eight Zero One crossing two right base runway one three 
LZIB_STEFANIK,November Four Niner X-ray Lima taxi via delta line up zero four report ready via delta line up zero four call you when ready November Four Niner X-ray Lima 
LZIB_STEFANIK,Elite Jet Two Zero One and via foxtrot line up three one report ready 
LZIB_STEFANIK,Topjet Four Zero Two via delta foxtrot ten three three delta foxtrot ten three three Topjet Four Zero Two 
LZIB_STEFANIK,cleared to land runway three one and please say again the wind two eight zero degrees one one knots maximum one eight minimum six knots 
LZIB_STEFANIK,runway three one cleared to land we copied Topjet  Seven Zero Four 
LZIB_STEFANIK,Elite Jet Seven Zero Four taxi via Delta to apron Charlie 
YSSY_SYDNEY,runway one six right cleared to land pass  Seven    Six    Seven 
YSSY_SYDNEY,turning air cross nine twenty three heavy contract nine twenty three heavy Sydney tower good day 
YSSY_SYDNEY,Sydney tower good evening Singapore Seventy Two Ninety Eight is one six right 
YSSY_SYDNEY,tower American Seven Three Heavy ten miles three voilà hello American Seven Three Heavy Sydney tower good morning 
YSSY_SYDNEY,Tower good day Jetstar seven sixty three Jetstar seven sixty three Sydney Tower(to-) 
YSSY_SYDNEY,tower good day Rex Sixty Four Sixty Four Rex Sixty Four Sixty Four Sydney tower good afternoon 
YSSY_SYDNEY,Sydney tower good morning Jetstar Seven Forty Six established Jetstar Seven Forty Six Sydney tower 
YSSY_SYDNEY,Sydney tower Rex Sixty One Seventy Five Rex Sixty One Seventy Five Sydney tower good afternoon 
YSSY_SYDNEY,continue approach for Connie Eight Three Five answer with mike  I think we'll be able if we can make it it's probably gonna be golf or golf one for Connie Eight Three Five Connie Eight Three Five copy 
YSSY_SYDNEY,Sydney tower good day Qlink Four Zero Two Qlink Four Zero Two Sydney tower good morning 
YSSY_SYDNEY,tower good afternoon Emirates Nine Two Four Two cleared ILS three four left seven miles final Emirates Nine Two Fourty Two heavy Sydney tower good afternoon continue approach 
YSSY_SYDNEY,roger  continue approach  expect to land vacate golf Dynasty Zero Five One 
YSSY_SYDNEY,Sydney tower evening Qantas Seventy Seven Zero One now at three international 
YSSY_SYDNEY,Twinjet Five Zero on a short delay waiting on our release from the back 
YSSY_SYDNEY,China Southern Three Twenty Six contact departure contact departure China Southern Three Two Six 
YSSY_SYDNEY,runway three four left cleared to land then request above three two bravo four if available Jetstar Four Zero Nine 
YSSY_SYDNEY,Jetstar Four Zero Nine approved route to bravo four approved bravo four thank you Jetstar Four Zero Nine 
YSSY_SYDNEY,tower Jetstar Seven Six Three Jetstar Seven Six Three Sydney ciao 
YSSY_SYDNEY,Rex Sixty Eight Sixty Eight contact departure departure Rex Sixty Eight Sixty Eight 
YSSY_SYDNEY,good day  Qantas Nine Ninety Four Qantas Nine Ninety Four tower good day 
YSSY_SYDNEY,Sydney tower Qantas Six Forty Two Qantas Six Forty Two Sydney tower good day 
YSSY_SYDNEY,runway three  four  left cleared to land runway six forty three 
